condition,single_duration,numerosity,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,text_welcome.started,beep_1.started,beep_1.stopped,beep_2.started,beep_2.stopped,beep_3.started,beep_3.stopped,beep_4.started,beep_4.stopped,beep_5.started,beep_5.stopped,beep_6.started,beep_6.stopped,audio_name,audio_started,movie_name,movie_started,participant,session,date|hid,expName|hid,psychopyVersion|hid,frameRate,
3_con_rate,0.02,3,0,0,0,8,,,18.205454875016585,20.543581866406022,20.56702090841427,20.667438809233136,20.691466325407966,20.79188422622683,20.81516345041164,,,,,,,,,,,1,1,2024-10-14_17h29.23.380,audio,2024.1.5,122.30707790928385,
2_con_rate,0.02,2,0,1,1,7,,,,21.618506656962566,21.6404725754197,21.740890476238565,21.76434545039374,,,,,,,,,,,,,1,1,2024-10-14_17h29.23.380,audio,2024.1.5,122.30707790928385,
1_con_rate,0.02,1,0,2,2,6,,,,22.567688656944668,22.589273283412332,,,,,,,,,,,,,,,1,1,2024-10-14_17h29.23.380,audio,2024.1.5,122.30707790928385,
5_con_duration,0.044,5,0,3,3,4,,,,23.39261648996326,23.43945836640487,23.539876267223736,23.58419636640756,23.684614267226426,23.734309075408966,23.83472697622783,23.88420465839736,23.984622559216223,24.03460507541022,,,,,,,1,1,2024-10-14_17h29.23.380,audio,2024.1.5,122.30707790928385,
5_con_rate,0.02,5,0,4,4,10,,,,24.837948281961147,24.86691761640541,24.967335517224274,24.99104270040116,25.091460601220025,25.117623825420743,25.21804172623961,25.24106570040167,25.341483601220535,25.36048911640828,,,,,,,1,1,2024-10-14_17h29.23.380,audio,2024.1.5,122.30707790928385,
4_con_rate,0.02,4,0,5,5,9,,,,26.16383232295921,26.186575533394354,26.28699343421322,26.317086075412227,26.417503976231092,26.440578741408537,26.5409966422274,26.56406803339778,,,,,,,,,1,1,2024-10-14_17h29.23.380,audio,2024.1.5,122.30707790928385,
6_con_duration,0.02,6,0,6,6,5,,,,27.36741123994871,27.38979757540219,27.490215476221056,27.51223595039628,27.612653851215146,27.634242783396623,27.734660684215488,27.758534325411894,27.85895222623076,27.881818491421292,27.982236392240157,28.005263450418717,,,,,1,1,2024-10-14_17h29.23.380,audio,2024.1.5,122.30707790928385,
4_con_duration,0.08,4,0,7,7,3,,,,28.808606656969644,28.889707616393572,28.990125517212437,29.07304328340397,29.173461184222834,29.25632820040628,29.356746101225145,29.439744325421636,,,,,,,,,1,1,2024-10-14_17h29.23.380,audio,2024.1.5,122.30707790928385,
1_con_duration,0.62,1,0,8,8,0,,,,30.243087531972563,30.868449075418177,,,,,,,,,,,,,,,1,1,2024-10-14_17h29.23.380,audio,2024.1.5,122.30707790928385,
2_con_duration,0.26,2,0,9,9,1,,,,31.671792281969104,31.934911366415328,32.0353292672342,32.301416700394476,,,,,,,,,,,,,1,1,2024-10-14_17h29.23.380,audio,2024.1.5,122.30707790928385,
6_con_rate,0.02,6,0,10,10,11,,,,33.104759906945404,33.133771991395044,33.23418989221391,33.25755207541224,33.35796997623111,33.37786624142027,33.47828414223914,33.49728570041189,33.597703601230755,33.622288241409116,33.722706142227985,33.74631311640551,,,,,1,1,2024-10-14_17h29.23.380,audio,2024.1.5,122.30707790928385,
3_con_duration,0.14,3,0,11,11,2,,,,34.54965632295644,34.68993170039321,34.79034960121208,34.93487407541543,35.0352919762343,35.18487253340718,,,,,,,4.wav,35.98356291701202,13.mp4,35.98356291701202,1,1,2024-10-14_17h29.23.380,audio,2024.1.5,122.30707790928385,
2_con_duration,0.26,2,1,0,12,1,,,,37.80473512355238,38.0683148664044,38.16873276722327,38.434761200399954,,,,,,,,,,,,,1,1,2024-10-14_17h29.23.380,audio,2024.1.5,122.30707790928385,
1_con_rate,0.02,1,1,1,13,6,,,,39.23810440695088,39.26736532539653,,,,,,,,,,,,,,,1,1,2024-10-14_17h29.23.380,audio,2024.1.5,122.30707790928385,
6_con_duration,0.02,6,1,2,14,5,,,,40.07070853194746,40.10149503340072,40.201912934219585,40.224916325396045,40.32533422621491,40.34855953340011,40.44897743421898,40.471539950414446,40.571957851233314,40.601325908393484,40.70174380921235,40.73471065841441,,,,,1,1,2024-10-14_17h29.23.380,audio,2024.1.5,122.30707790928385,
6_con_rate,0.02,6,1,3,15,11,,,,41.538053864965335,41.56801720040094,41.668435101219806,41.687805741393824,41.78822364221269,41.817955741405605,41.91837364222447,41.93742890840222,42.03784680922109,42.06790932539443,42.1683272262133,42.187480575413794,,,,,1,1,2024-10-14_17h29.23.380,audio,2024.1.5,122.30707790928385,
5_con_duration,0.044,5,1,4,16,4,,,,42.99082378196472,43.034848991411856,43.135266892230725,43.184668866402355,43.28508676722122,43.335089241396055,43.435507142214924,43.48420378339652,43.584621684215385,43.63464849140437,,,,,,,1,1,2024-10-14_17h29.23.380,audio,2024.1.5,122.30707790928385,
4_con_rate,0.02,4,1,5,17,9,,,,44.4379916979553,44.468227575396305,44.568645476215174,44.601318575421466,44.701736476240335,44.73465028342034,44.83506818423921,44.85414345039462,,,,,,,,,1,1,2024-10-14_17h29.23.380,audio,2024.1.5,122.30707790928385,
4_con_duration,0.08,4,1,6,18,3,,,,45.65748665694555,45.74026807541086,45.84068597622973,45.923487075409504,46.02390497622837,46.10707049139601,46.20748839221488,46.29034890840703,,,,,,,,,1,1,2024-10-14_17h29.23.380,audio,2024.1.5,122.30707790928385,
1_con_duration,0.62,1,1,7,19,0,,,,47.09369211495796,47.7188459504192,,,,,,,,,,,,,,,1,1,2024-10-14_17h29.23.380,audio,2024.1.5,122.30707790928385,
5_con_rate,0.02,5,1,8,20,10,,,,48.52218915697013,48.55140040841943,48.6518183092383,48.6843071584095,48.78472505922837,48.8182923254004,48.91871022621927,48.95143661640177,49.05185451722064,49.074846866403824,,,,,,,1,1,2024-10-14_17h29.23.380,audio,2024.1.5,122.30707790928385,
3_con_duration,0.14,3,1,9,21,2,,,,49.87819007295475,50.01846628340136,50.11888418422023,50.26846195039398,50.368879851212846,50.518413116407466,,,,,,,,,,,1,1,2024-10-14_17h29.23.380,audio,2024.1.5,122.30707790928385,
2_con_rate,0.02,2,1,10,22,7,,,,51.32175632295839,51.351490158421804,51.45190805924067,51.48475136640773,,,,,,,,,,,,,1,1,2024-10-14_17h29.23.380,audio,2024.1.5,122.30707790928385,
3_con_rate,0.02,3,1,11,23,8,,,,52.288094572958656,52.31817095040751,52.41858885122638,52.45146903341229,52.551886934231156,52.57464878340543,,,,,,,4.wav,53.37298362501315,13.mp4,53.37298362501315,1,1,2024-10-14_17h29.23.380,audio,2024.1.5,122.30707790928385,
3_con_rate,0.02,3,2,0,24,8,,,,55.2180136645562,55.240778575398146,55.341196476217014,55.36513507541677,55.465552976235635,55.48820886639587,,,,,,,,,,,1,1,2024-10-14_17h29.23.380,audio,2024.1.5,122.30707790928385,
5_con_rate,0.02,5,2,1,25,10,,,,56.2915520729468,56.317722075394705,56.418139976213574,56.44201974140888,56.542437642227746,56.56517053341086,56.665588434229726,56.68964074139658,56.79005864221545,56.817812866394526,,,,,,,1,1,2024-10-14_17h29.23.380,audio,2024.1.5,122.30707790928385,
1_con_duration,0.62,1,2,2,26,0,,,,57.62115607294545,58.24209336640488,,,,,,,,,,,,,,,1,1,2024-10-14_17h29.23.380,audio,2024.1.5,122.30707790928385,
2_con_rate,0.02,2,2,3,27,7,,,,59.04543657295581,59.065923991418096,59.166341892236964,59.19036536641361,,,,,,,,,,,,,1,1,2024-10-14_17h29.23.380,audio,2024.1.5,122.30707790928385,
5_con_duration,0.044,5,2,4,28,4,,,,59.993708572964536,60.04103240840195,60.14145030922082,60.185347991393066,60.285765892211934,60.33517624141823,60.4355941422371,60.48500061641389,60.58541851723276,60.635209241395934,,,,,,,1,1,2024-10-14_17h29.23.380,audio,2024.1.5,122.30707790928385,
3_con_duration,0.14,3,2,5,29,2,,,,61.43855244794686,61.58543499140942,61.68585289222829,61.83535799140518,61.93577589222405,62.085353408395896,,,,,,,,,,,1,1,2024-10-14_17h29.23.380,audio,2024.1.5,122.30707790928385,
2_con_duration,0.26,2,2,6,30,1,,,,62.888696614946824,63.15213249141525,63.25255039223412,63.518890200395255,,,,,,,,,,,,,1,1,2024-10-14_17h29.23.380,audio,2024.1.5,122.30707790928385,
4_con_rate,0.02,4,2,7,31,9,,,,64.32223340694618,64.35169328339688,64.45211118421575,64.4756512414111,64.57606914222997,64.59911757539666,64.69953547621553,64.72349982540763,,,,,,,,,1,1,2024-10-14_17h29.23.380,audio,2024.1.5,122.30707790928385,
4_con_duration,0.08,4,2,8,32,3,,,,65.52684303195855,65.60710986640478,65.70752776722365,65.79054682539717,65.89096472621604,65.97390911641705,66.07432701723592,66.157197283415,,,,,,,,,1,1,2024-10-14_17h29.23.380,audio,2024.1.5,122.30707790928385,
1_con_rate,0.02,1,2,9,33,6,,,,66.96054048996592,66.98162045039643,,,,,,,,,,,,,,,1,1,2024-10-14_17h29.23.380,audio,2024.1.5,122.30707790928385,
6_con_duration,0.02,6,2,10,34,5,,,,67.78496365694735,67.80673807540151,67.90715597622038,67.93077820039761,68.03119610121648,68.05477928342006,68.15519718423893,68.18473407539713,68.285151976216,68.30884915841452,68.40926705923339,68.43190570039732,,,,,1,1,2024-10-14_17h29.23.380,audio,2024.1.5,122.30707790928385,
6_con_rate,0.02,6,2,11,35,11,,,,69.23524890694824,69.2565897413966,69.35700764221546,69.38468890841759,69.48510680923646,69.50857745042012,69.60899535123899,69.63168399141577,69.73210189223464,69.75145574141933,69.8518736422382,69.875019366396,1.wav,70.67327654201654,16.mp4,70.67327654201654,1,1,2024-10-14_17h29.23.380,audio,2024.1.5,122.30707790928385,
4_con_rate,0.02,4,3,0,36,9,,,,72.49680637355195,72.51980586641875,72.62022376723762,72.6521401164151,72.75255801723397,72.78489457540272,72.88531247622159,72.9084642834001,,,,,,,,,1,1,2024-10-14_17h29.23.380,audio,2024.1.5,122.30707790928385,
1_con_rate,0.02,1,3,1,37,6,,,,73.71180748995101,73.73545732542115,,,,,,,,,,,,,,,1,1,2024-10-14_17h29.23.380,audio,2024.1.5,122.30707790928385,
