condition,single_duration,numerosity,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,text_welcome.started,beep_1.started,beep_1.stopped,beep_2.started,beep_2.stopped,beep_3.started,beep_3.stopped,beep_4.started,beep_4.stopped,beep_5.started,beep_5.stopped,beep_6.started,beep_6.stopped,audio_name,audio_started,movie_name,movie_started,participant,session,date|hid,expName|hid,psychopyVersion|hid,frameRate,
1_con_duration,0.62,1,0,0,0,0,,,6.673783100000037,7.210591330000352,7.840905330000351,,,,,,,,,,,,,,,1,1,2024-10-29_10h43.13.262,audio,2024.1.5,59.99624423510535,
6_con_rate,0.02,6,0,1,1,11,,,,8.656085970000095,8.694023430000197,8.81290394000016,8.840890430000126,8.95977094000009,8.982816830000228,9.084714410000196,9.107726430000366,9.209624010000333,9.23144833000033,9.350328840000293,9.374661430000014,,,,,1,1,2024-10-29_10h43.13.262,audio,2024.1.5,59.99624423510535,
4_con_duration,0.08,4,0,2,2,3,,,,10.172859139999764,10.25778753000004,10.376668040000004,10.457994430000053,10.55989201000002,10.641172130000268,10.76005264000023,10.841265430000202,,,,,,,,,1,1,2024-10-29_10h43.13.262,audio,2024.1.5,59.99624423510535,
3_con_duration,0.14,3,0,3,3,2,,,,11.656446069999946,11.814061830000082,11.932942340000045,12.074333530000057,12.19321404000002,12.347576430000299,,,,,,,,,,,1,1,2024-10-29_10h43.13.262,audio,2024.1.5,59.99624423510535,
2_con_duration,0.26,2,0,4,4,1,,,,13.162757070000042,13.424538830000255,13.543419340000218,13.80771182999997,,,,,,,,,,,,,1,1,2024-10-29_10h43.13.262,audio,2024.1.5,59.99624423510535,
5_con_rate,0.02,5,0,5,5,10,,,,14.622892469999714,14.657577130000117,14.77645764000008,14.807574529999965,14.926455039999928,14.957782430000133,15.0596800100001,15.07897933000022,15.197859840000183,15.224472930000228,,,,,,,1,1,2024-10-29_10h43.13.262,audio,2024.1.5,59.99624423510535,
1_con_rate,0.02,1,0,6,6,6,,,,16.039653569999974,16.080831429999943,,,,,,,,,,,,,,,1,1,2024-10-29_10h43.13.262,audio,2024.1.5,59.99624423510535,
2_con_rate,0.02,2,0,7,7,7,,,,16.89601206999969,16.931261430000358,17.05014194000032,17.081430930000078,,,,,,,,,,,,,1,1,2024-10-29_10h43.13.262,audio,2024.1.5,59.99624423510535,
3_con_rate,0.02,3,0,8,8,8,,,,17.896611569999823,17.916970129999935,18.035850639999897,18.06519913000029,18.184079640000252,18.208136430000376,,,,,,,,,,,1,1,2024-10-29_10h43.13.262,audio,2024.1.5,59.99624423510535,
6_con_duration,0.02,6,0,9,9,5,,,,19.02331707000012,19.064524930000243,19.183405440000204,19.214504830000077,19.33338534000004,19.365109830000346,19.483990340000307,19.515054030000282,19.633934540000244,19.66478233000016,19.783662840000122,19.814531630000328,,,,,1,1,2024-10-29_10h43.13.262,audio,2024.1.5,59.99624423510535,
5_con_duration,0.044,5,0,10,10,4,,,,20.629712270000073,20.68120813000014,20.8000886400001,20.847985730000072,20.966866240000034,21.01449713000029,21.13337764000025,21.181095930000264,21.299976440000226,21.34836563000017,,,,,,,1,1,2024-10-29_10h43.13.262,audio,2024.1.5,59.99624423510535,
4_con_rate,0.02,4,0,11,11,9,,,,22.163546269999916,22.186247430000275,22.305127940000236,22.331573130000105,22.433470710000073,22.464456230000177,22.58333674000014,22.61512293000005,,,,,2.wav,23.419207700000243,1.mp4,23.419207700000243,1,1,2024-10-29_10h43.13.262,audio,2024.1.5,59.99624423510535,
2_con_rate,0.02,2,1,0,12,7,,,,25.27612603999987,25.310555230000045,25.412452810000012,25.440936430000146,,,,,,,,,,,,,1,1,2024-10-29_10h43.13.262,audio,2024.1.5,59.99624423510535,
4_con_rate,0.02,4,1,1,13,9,,,,26.256117069999892,26.285026630000356,26.403907140000317,26.42456422999994,26.543444739999902,26.58063183000031,26.699512340000272,26.724408830000083,,,,,,,,,1,1,2024-10-29_10h43.13.262,audio,2024.1.5,59.99624423510535,
2_con_duration,0.26,2,1,2,14,1,,,,27.53958946999983,27.814161030000104,27.933041540000065,28.213869630000044,,,,,,,,,,,,,1,1,2024-10-29_10h43.13.262,audio,2024.1.5,59.99624423510535,
6_con_rate,0.02,6,1,3,15,11,,,,29.02905026999979,29.049507430000357,29.151405010000325,29.17083373000032,29.27273131000029,29.307856829999945,29.409754409999913,29.431833130000268,29.55071364000023,29.57439273000018,29.693273240000142,29.73074503000016,,,,,1,1,2024-10-29_10h43.13.262,audio,2024.1.5,59.99624423510535,
3_con_duration,0.14,3,1,4,16,2,,,,30.545925669999907,30.698110630000155,30.800008210000122,30.941172730000016,31.060053239999977,31.214110730000083,,,,,,,,,,,1,1,2024-10-29_10h43.13.262,audio,2024.1.5,59.99624423510535,
1_con_duration,0.62,1,1,5,17,0,,,,32.029291369999825,32.66039473000019,,,,,,,,,,,,,,,1,1,2024-10-29_10h43.13.262,audio,2024.1.5,59.99624423510535,
5_con_duration,0.044,5,1,6,18,4,,,,33.47557536999994,33.52411292999996,33.64299343999992,33.69411763000035,33.81299814000031,33.85746863000004,33.97634914,34.02415343000003,34.14303393999999,34.19386883000034,,,,,,,1,1,2024-10-29_10h43.13.262,audio,2024.1.5,59.99624423510535,
5_con_rate,0.02,5,1,7,19,10,,,,35.009049470000086,35.03421723000038,35.15309774000034,35.17434212999997,35.29322263999993,35.330607330000205,35.432504910000176,35.45764733000006,35.55954491000003,35.58095863000035,,,,,,,1,1,2024-10-29_10h43.13.262,audio,2024.1.5,59.99624423510535,
1_con_rate,0.02,1,1,8,20,6,,,,36.3961392700001,36.42483383000008,,,,,,,,,,,,,,,1,1,2024-10-29_10h43.13.262,audio,2024.1.5,59.99624423510535,
3_con_rate,0.02,3,1,9,21,8,,,,37.24001446999983,37.26648893000011,37.38536944000007,37.41475673000032,37.53363724000028,37.56450953000031,,,,,,,,,,,1,1,2024-10-29_10h43.13.262,audio,2024.1.5,59.99624423510535,
4_con_duration,0.08,4,1,10,22,3,,,,38.37969017000005,38.46502453000012,38.58390504000008,38.664740930000065,38.783621440000026,38.86457192999997,38.98345243999993,39.064998130000006,,,,,,,,,1,1,2024-10-29_10h43.13.262,audio,2024.1.5,59.99624423510535,
6_con_duration,0.02,6,1,11,23,5,,,,39.88017876999975,39.89974153000021,40.018622040000174,40.047795730000146,40.16667624000011,40.19148463000029,40.29338221000026,40.31298963000036,40.43187014000032,40.464856929999954,40.583737439999915,40.607940330000204,2.wav,41.408518000000186,14.mp4,41.408518000000186,1,1,2024-10-29_10h43.13.262,audio,2024.1.5,59.99624423510535,
2_con_duration,0.26,2,2,0,24,1,,,,43.296637739999916,43.55716053000033,43.67604104000029,43.94058723000008,,,,,,,,,,,,,1,1,2024-10-29_10h43.13.262,audio,2024.1.5,59.99624423510535,
6_con_duration,0.02,6,2,1,25,5,,,,44.75576786999982,44.79095213000001,44.90983263999997,44.9320639300001,45.03396151000007,45.05763653000004,45.15953411000001,45.180999630000045,45.299880140000006,45.324255030000316,45.44313554000028,45.480634530000046,,,,,1,1,2024-10-29_10h43.13.262,audio,2024.1.5,59.99624423510535,
2_con_rate,0.02,2,2,2,26,7,,,,46.29581516999979,46.33090463000026,46.43280221000023,46.457558030000385,,,,,,,,,,,,,1,1,2024-10-29_10h43.13.262,audio,2024.1.5,59.99624423510535,
4_con_rate,0.02,4,2,3,27,9,,,,47.27273867000013,47.29856162999995,47.40045920999992,47.422218330000035,47.54109884,47.56517473000004,47.68405524,47.714673529999985,,,,,,,,,1,1,2024-10-29_10h43.13.262,audio,2024.1.5,59.99624423510535,
4_con_duration,0.08,4,2,4,28,3,,,,48.52985416999973,48.61496972999994,48.7338502399999,48.8149237300001,48.933804240000065,49.0148716300002,49.13375214000016,49.21479983000036,,,,,,,,,1,1,2024-10-29_10h43.13.262,audio,2024.1.5,59.99624423510535,
3_con_rate,0.02,3,2,5,29,8,,,,50.029980470000105,50.04993063000002,50.16881113999998,50.19137313000029,50.29327071000026,50.313076930000264,,,,,,,,,,,1,1,2024-10-29_10h43.13.262,audio,2024.1.5,59.99624423510535,
5_con_rate,0.02,5,2,6,30,10,,,,51.12825757000001,51.14985683000005,51.25175441000002,51.271606330000125,51.39048684000009,51.41449832999997,51.53337883999993,51.56515713000017,51.684037640000135,51.71457703000006,,,,,,,1,1,2024-10-29_10h43.13.262,audio,2024.1.5,59.99624423510535,
1_con_rate,0.02,1,2,7,31,6,,,,52.5297576699998,52.549569830000294,,,,,,,,,,,,,,,1,1,2024-10-29_10h43.13.262,audio,2024.1.5,59.99624423510535,
