condition,single_duration,numerosity,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,text_welcome.started,beep_1.started,beep_1.stopped,beep_2.started,beep_2.stopped,beep_3.started,beep_3.stopped,beep_4.started,beep_4.stopped,beep_5.started,beep_5.stopped,beep_6.started,beep_6.stopped,audio_name,audio_started,movie_name,movie_started,participant,session,date|hid,expName|hid,psychopyVersion|hid,frameRate,
2_con_rate,0.02,2,0,0,0,7,,,18.08852233272046,19.06779762431979,19.09510495821014,19.194149457756428,19.218135999329387,,,,,,,,,,,,,1,1,2024-10-02_13h13.24.241,audio,2024.1.5,120.28911595738379,
1_con_duration,0.62,1,0,1,1,0,,,,20.018745703995226,20.638985833432525,,,,,,,,,,,,,,,1,1,2024-10-02_13h13.24.241,audio,2024.1.5,120.28911595738379,
6_con_duration,0.02,6,0,2,2,5,,,,21.439595538098363,21.462144208420067,21.561188707966355,21.58406612444669,21.683110623992977,21.713897291384637,21.812941790930925,21.83669070834294,21.935735207889227,21.96450533326715,27.87416047286242,27.89912758329883,,,,,1,1,2024-10-02_13h13.24.241,audio,2024.1.5,120.28911595738379,
1_con_rate,0.02,1,0,3,3,6,,,,28.69973728796467,28.731197041273116,,,,,,,,,,,,,,,1,1,2024-10-02_13h13.24.241,audio,2024.1.5,120.28911595738379,
6_con_rate,0.02,6,0,4,4,11,,,,29.531806745938955,29.55427316604182,29.65331766558811,29.67657562419772,29.77562012374401,29.798711208440363,29.89775570798665,29.920590708311646,30.019635207857934,30.042882541008293,30.14192704055458,30.163968208059668,,,,,1,1,2024-10-02_13h13.24.241,audio,2024.1.5,120.28911595738379,
3_con_rate,0.02,3,0,5,5,8,,,,30.964577912725506,30.984795249346643,31.08383974889293,31.10337924938649,31.202423748932777,31.231181749422102,,,,,,,,,,,1,1,2024-10-02_13h13.24.241,audio,2024.1.5,120.28911595738379,
5_con_duration,0.044,5,0,6,6,4,,,,32.83240115875378,32.88078162427992,32.97982612382621,33.03129974920303,33.13034424874932,33.18121524928138,33.28025974882767,33.3311420830898,33.43018658263609,33.48119870834053,,,,,,,1,1,2024-10-02_13h13.24.241,audio,2024.1.5,120.28911595738379,
5_con_rate,0.02,5,0,7,7,10,,,,34.28180841300637,34.304330624453726,34.403375124000014,34.42672604117543,34.525770540721716,34.548921374417844,34.64796587396413,34.67118449909613,34.770228998642416,34.79340712428093,,,,,,,1,1,2024-10-02_13h13.24.241,audio,2024.1.5,120.28911595738379,
4_con_duration,0.08,4,0,8,8,3,,,,35.59401682894677,35.68131987405941,35.7803643736057,35.864680333342406,35.963724832888694,36.0479467490688,36.14699124861509,36.2313720414415,,,,,,,,,1,1,2024-10-02_13h13.24.241,audio,2024.1.5,120.28911595738379,
3_con_duration,0.14,3,0,9,9,2,,,,37.03198174610734,37.181625083368274,37.28066958291456,37.42007774934173,37.51912224888802,37.664974958449605,,,,,,,,,,,1,1,2024-10-02_13h13.24.241,audio,2024.1.5,120.28911595738379,
