condition,single_duration,numerosity,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,text_welcome.started,beep_1.started,beep_1.stopped,beep_2.started,beep_2.stopped,beep_3.started,beep_3.stopped,beep_4.started,beep_4.stopped,beep_5.started,beep_5.stopped,beep_6.started,beep_6.stopped,audio_name,audio_started,movie_name,movie_started,participant,session,date|hid,expName|hid,psychopyVersion|hid,frameRate,
6_con_duration,0.02,6,0,0,0,5,,,16.644176333007636,21.081105486888553,21.10117782089801,21.200633171686786,21.220516945896087,21.319972296684863,21.34440844589553,21.443863796684308,21.46323669590347,21.562692046692245,21.581815611911587,21.681270962700363,21.711709653891738,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
6_con_rate,0.02,6,0,1,1,11,,,,22.51564040610101,22.545285278893424,22.6447406296822,22.6685506958951,22.768006046683876,22.79518236189906,22.9029256585869,22.930706861885845,23.038450158573685,23.06184482090466,23.161300171693437,23.18153136190667,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
4_con_duration,0.08,4,0,2,2,3,,,,23.985462114115943,24.06800711188989,24.167462462678667,24.25109611188818,24.350551462676957,24.434455403903847,24.533910754692624,24.618022611908962,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
2_con_duration,0.26,2,0,3,3,1,,,,25.421953364118234,25.684765361910102,25.78422071269888,26.0461137788865,,,,,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
2_con_rate,0.02,2,0,4,4,7,,,,26.850044531095772,26.87885944590962,26.978314796698395,26.99831377888622,,,,,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
1_con_duration,0.62,1,0,5,5,0,,,,27.802244531095493,28.430162195893352,,,,,,,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
3_con_duration,0.14,3,0,6,6,2,,,,29.234092948102624,29.379398028910508,29.478853379699284,29.618108195913372,29.71756354670215,29.862690653905155,,,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
3_con_rate,0.02,3,0,7,7,8,,,,30.666621406114427,30.69522415388783,30.794679504676605,30.814885486898127,30.914340837686904,30.93407823688758,,,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
5_con_rate,0.02,5,0,8,8,10,,,,31.73800898909685,31.758851111886905,31.85830646267568,31.87756198690331,31.977017337692086,32.00068686188606,32.10014221267483,32.119244486899696,32.21869983768847,32.242831153902806,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
1_con_rate,0.02,1,0,9,9,6,,,,33.046761906112074,33.06740811189811,,,,,,,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
4_con_rate,0.02,4,0,10,10,9,,,,33.87133886410738,33.89076382089697,33.990219171685744,34.00934948689828,34.10880483768705,34.13226027890632,34.231715629695096,34.262556528896674,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
5_con_duration,0.044,5,0,11,11,4,,,,35.06648728110594,35.11198502888728,35.211440379676056,35.262845778887275,35.36230112967605,35.41250552890997,35.51196087969874,35.56286936191318,35.66232471270195,35.71278465389914,,,2.wav,36.511565624998184,6.mp4,36.511565624998184,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
4_con_duration,0.08,4,1,0,12,3,,,,38.359552418199016,38.44563473690359,38.545090087692365,38.62928998690622,38.728745337694995,38.81262894590909,38.91208429669786,38.99600532091281,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
1_con_rate,0.02,1,1,1,13,6,,,,39.799936073122076,39.82916486189642,,,,,,,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
5_con_rate,0.02,5,1,2,14,10,,,,40.63309561410569,40.66274577890581,40.76220112969458,40.781850653895525,40.8813060046843,40.91269269590557,41.01214804669434,41.03163427890686,41.13108962969563,41.15211598690657,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
4_con_rate,0.02,4,1,3,15,9,,,,41.95604673911584,41.97736427891359,42.076819629702364,42.09675857089169,42.19621392168046,42.21987936190853,42.319334712697305,42.34324669589696,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
2_con_duration,0.26,2,1,4,16,1,,,,43.14717744810623,43.41313202890742,43.51258737969619,43.779779028895426,,,,,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
2_con_rate,0.02,2,1,5,17,7,,,,44.583709781104695,44.61213736188656,44.71159271267533,44.73081790390133,,,,,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
3_con_rate,0.02,3,1,6,18,8,,,,45.5347486561106,45.56212407090643,45.6615794216952,45.68143390388868,45.780889254677454,45.799994570892885,,,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
3_con_duration,0.14,3,1,7,19,2,,,,46.60392532310215,46.746316403898525,46.8457717546873,46.98500327890215,47.08445862969092,47.229559236895874,,,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
5_con_duration,0.044,5,1,8,20,4,,,,48.03348998910514,48.07875023691158,48.178205587700354,48.22949607090268,48.32895142169145,48.379747486897394,48.47920283768617,48.529343945896834,48.62879929668561,48.67930432090943,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
6_con_rate,0.02,6,1,9,21,11,,,,49.4832350731187,49.51218286190706,49.61163821269583,49.635299070904146,49.73475442169292,49.75831898690958,49.85777433769835,49.881950486908316,49.98140583769709,50.01284269588941,50.112298046678184,50.13147061189229,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
6_con_duration,0.02,6,1,10,22,5,,,,50.93540136410156,50.96220623689296,51.06166158768173,51.08183248689456,51.181287837683335,51.21238294589275,51.31183829668152,51.330996945899095,51.43045229668787,51.46216773689084,51.561623087679614,51.580657736913416,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
1_con_duration,0.62,1,1,11,23,0,,,,52.384588489122685,53.01372948689677,,,,,,,,,,,5.wav,53.81380783300847,12.mp4,53.81380783300847,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
1_con_rate,0.02,1,2,0,24,6,,,,55.64640962722187,55.66627402890881,,,,,,,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
6_con_duration,0.02,6,2,1,25,5,,,,56.47020478111808,56.49134827890375,56.59080362969252,56.61009348689404,56.70954883768281,56.728582528905825,56.8280378796946,56.84725986190315,56.94671521269192,56.96642640389327,57.065881754682046,57.0962911538867,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
2_con_duration,0.26,2,2,2,26,1,,,,57.90022190609597,58.16325198689301,58.26270733768178,58.530068778889834,,,,,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
5_con_duration,0.044,5,2,3,27,4,,,,59.3339995310991,59.379129820902016,59.47858517169079,59.52946611190273,59.6289214626915,59.6790244869102,59.778479837698974,59.82892407088948,59.92837942167825,59.97909515390929,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
6_con_rate,0.02,6,2,4,28,11,,,,60.78302590611856,60.81230498689401,60.911760337682786,60.93116469590168,61.03062004669045,61.04989482089004,61.14935017167881,61.169085736901614,61.26854108769039,61.29300057089713,61.3924559216859,61.41146607090777,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
3_con_duration,0.14,3,2,5,29,2,,,,62.21539682311704,62.36296465389605,62.46242000468482,62.60174940388824,62.701204754677015,62.84656752889568,,,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
4_con_rate,0.02,4,2,6,30,9,,,,63.65049828110495,63.679540445902965,63.77899579669174,63.79877040388819,63.898225754676965,63.91746407088649,64.01691942167527,64.04652719588776,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
3_con_rate,0.02,3,2,7,31,8,,,,64.85045794809703,64.87929657089117,64.97875192167994,64.99891998690728,65.09837533769605,65.12036502890115,,,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
1_con_duration,0.62,1,2,8,32,0,,,,65.92429578111042,66.54664027890831,,,,,,,,,,,,,,,1,1,2024-10-14_13h55.56.788,audio,2024.1.5,121.34026384851651,
