4.4794 	WARNING 	psychopy.parallel has been imported on a Mac (which doesn't have a parallel port?)
9.2991 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f872a2883a0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f872a288340>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f872a288190>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7f873a539bb0>, multiSample=False, name='window1', numSamples=2, pos=(240, 180), screen=0, size=array([3840, 2160]), stencilBits=0, stereo=False, title='PsychoPy', units='pix', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.2992 	EXP 	window1: backgroundImage = ''
9.2992 	EXP 	window1: backgroundFit = 'none'
9.3003 	EXP 	window1: mouseVisible = False
9.3027 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
9.3027 	EXP 	window1: recordFrameIntervals = False
9.3898 	EXP 	window1: recordFrameIntervals = True
9.4819 	EXP 	Screen (0) actual frame rate measured at 120.28Hz
9.4820 	EXP 	window1: recordFrameIntervals = False
14.2383 	EXP 	window1: mouseVisible = False
14.2937 	EXP 	Created text_welcome = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='text_welcome', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='When you are ready, press "space".', units='cm', win=Window(...), wrapWidth=15.0)
14.2939 	EXP 	window1: mouseVisible = False
14.3011 	EXP 	Created line_diagonal_1 = Line(__class__=<class 'psychopy.visual.line.Line'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=False, color=array([1., 0., 0.]), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([0, 0, 0]), fillColorSpace='rgb', fillRGB=array([0, 0, 0]), interpolate=True, lineColor=array([1., 0., 0.]), lineColorSpace='rgb', lineRGB=array([250,   0,   0]), lineWidth=1.5, name='line_diagonal_1', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), units='norm', vertices=ndarray(...), win=Window(...), windingRule=None)
14.3013 	EXP 	window1: mouseVisible = False
14.3039 	EXP 	Created line_diagonal_2 = Line(__class__=<class 'psychopy.visual.line.Line'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=False, color=array([1., 0., 0.]), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([0, 0, 0]), fillColorSpace='rgb', fillRGB=array([0, 0, 0]), interpolate=True, lineColor=array([1., 0., 0.]), lineColorSpace='rgb', lineRGB=array([250,   0,   0]), lineWidth=1.5, name='line_diagonal_2', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), units='norm', vertices=ndarray(...), win=Window(...), windingRule=None)
14.6463 	EXP 	Sound beep set volume 1.000
14.6527 	EXP 	Sound audio set volume 1.000
14.6651 	EXP 	Sound audio set volume 1.000
14.6721 	EXP 	Sound audio set volume 1.000
14.6802 	EXP 	Sound audio set volume 1.000
14.6904 	EXP 	Sound audio set volume 1.000
14.7036 	EXP 	window1: mouseVisible = False
15.0847 	EXP 	window1: mouseVisible = False
15.1117 	EXP 	window1: mouseVisible = False
15.1390 	EXP 	window1: mouseVisible = False
15.1657 	EXP 	window1: mouseVisible = False
15.1965 	EXP 	window1: mouseVisible = False
15.2243 	EXP 	window1: mouseVisible = False
15.2554 	EXP 	window1: mouseVisible = False
15.2823 	EXP 	window1: mouseVisible = False
15.3102 	EXP 	window1: mouseVisible = False
15.3363 	EXP 	window1: mouseVisible = False
15.3616 	EXP 	window1: mouseVisible = False
15.3908 	EXP 	window1: mouseVisible = False
15.4162 	EXP 	window1: mouseVisible = False
15.4367 	EXP 	Created unnamed ImageStim = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, image=str(...), interpolate=False, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([385., 400.]), texRes=128, units='pix', win=Window(...))
15.5053 	EXP 	unnamed MovieStim: autoLog = True
15.5053 	EXP 	unnamed MovieStim: autoLog = True
15.5053 	EXP 	unnamed MovieStim: autoLog = True
15.5053 	EXP 	unnamed MovieStim: autoLog = True
15.5053 	EXP 	unnamed MovieStim: autoLog = True
15.5053 	EXP 	unnamed MovieStim: autoLog = True
15.5053 	EXP 	unnamed MovieStim: autoLog = True
15.5053 	EXP 	unnamed MovieStim: autoLog = True
15.5053 	EXP 	unnamed MovieStim: autoLog = True
15.5053 	EXP 	unnamed MovieStim: autoLog = True
15.5053 	EXP 	unnamed MovieStim: autoLog = True
15.5053 	EXP 	unnamed MovieStim: autoLog = True
15.5053 	EXP 	unnamed MovieStim: autoLog = True
15.5053 	EXP 	text_welcome: autoDraw = True
16.0514 	DATA 	Mouse: Left button down, pos=(479,919)
16.2539 	DATA 	Mouse:  Left button up, pos=(479,919)
17.4408 	WARNING 	Keypress was given unknown key code (233)
18.0657 	DATA 	Keypress: space
18.0866 	EXP 	Created sequence: random, trialTypes=12, nReps=5, seed=None
18.0871 	EXP 	New trial (rep=0, index=0): {'condition': '1_con_rate', 'single_duration': 0.02, 'numerosity': 1}
18.0964 	EXP 	Sound beep started
18.0972 	EXP 	text_welcome: autoDraw = False
18.1105 	EXP 	Sound beep stopped
18.9109 	EXP 	New trial (rep=0, index=1): {'condition': '4_con_rate', 'single_duration': 0.02, 'numerosity': 4}
18.9124 	EXP 	Sound beep started
18.9381 	EXP 	Sound beep stopped
19.0396 	EXP 	Sound beep started
19.0590 	EXP 	Sound beep stopped
19.1607 	EXP 	Sound beep started
19.1791 	EXP 	Sound beep stopped
19.2807 	EXP 	Sound beep started
19.3051 	EXP 	Sound beep stopped
20.1056 	EXP 	New trial (rep=0, index=2): {'condition': '3_con_rate', 'single_duration': 0.02, 'numerosity': 3}
20.1071 	EXP 	Sound beep started
20.1257 	EXP 	Sound beep stopped
20.2273 	EXP 	Sound beep started
20.2454 	EXP 	Sound beep stopped
20.3468 	EXP 	Sound beep started
20.3712 	EXP 	Sound beep stopped
21.1717 	EXP 	New trial (rep=0, index=3): {'condition': '2_con_duration', 'single_duration': 0.26, 'numerosity': 2}
21.1735 	EXP 	Sound beep started
21.4378 	EXP 	Sound beep stopped
21.5393 	EXP 	Sound beep started
21.8048 	EXP 	Sound beep stopped
22.6053 	EXP 	New trial (rep=0, index=4): {'condition': '4_con_duration', 'single_duration': 0.08, 'numerosity': 4}
22.6069 	EXP 	Sound beep started
22.6876 	EXP 	Sound beep stopped
22.7897 	EXP 	Sound beep started
22.8711 	EXP 	Sound beep stopped
22.9729 	EXP 	Sound beep started
23.0547 	EXP 	Sound beep stopped
23.1561 	EXP 	Sound beep started
23.2378 	EXP 	Sound beep stopped
24.0382 	EXP 	New trial (rep=0, index=5): {'condition': '6_con_duration', 'single_duration': 0.02, 'numerosity': 6}
24.0403 	EXP 	Sound beep started
24.0579 	EXP 	Sound beep stopped
24.1594 	EXP 	Sound beep started
24.1773 	EXP 	Sound beep stopped
24.2787 	EXP 	Sound beep started
24.3061 	EXP 	Sound beep stopped
24.4077 	EXP 	Sound beep started
24.4258 	EXP 	Sound beep stopped
24.5272 	EXP 	Sound beep started
24.5452 	EXP 	Sound beep stopped
24.6465 	EXP 	Sound beep started
24.6715 	EXP 	Sound beep stopped
25.4720 	EXP 	New trial (rep=0, index=6): {'condition': '5_con_rate', 'single_duration': 0.02, 'numerosity': 5}
25.4735 	EXP 	Sound beep started
25.4916 	EXP 	Sound beep stopped
25.5930 	EXP 	Sound beep started
25.6116 	EXP 	Sound beep stopped
25.7101 	DATA 	Keypress: p
25.7130 	EXP 	Sound beep started
25.7385 	EXP 	Sound beep stopped
29.3743 	DATA 	Keypress: r
29.4080 	EXP 	Sound beep started
29.4380 	EXP 	Sound beep stopped
29.5397 	EXP 	Sound beep started
29.5586 	EXP 	Sound beep stopped
30.3592 	EXP 	New trial (rep=0, index=7): {'condition': '6_con_rate', 'single_duration': 0.02, 'numerosity': 6}
30.3605 	EXP 	Sound beep started
30.3786 	EXP 	Sound beep stopped
30.4801 	EXP 	Sound beep started
30.4983 	EXP 	Sound beep stopped
30.5996 	EXP 	Sound beep started
30.6218 	EXP 	Sound beep stopped
30.7234 	EXP 	Sound beep started
30.7412 	EXP 	Sound beep stopped
30.8426 	EXP 	Sound beep started
30.8605 	EXP 	Sound beep stopped
30.9620 	EXP 	Sound beep started
30.9799 	EXP 	Sound beep stopped
31.7804 	EXP 	New trial (rep=0, index=8): {'condition': '5_con_duration', 'single_duration': 0.044, 'numerosity': 5}
31.7818 	EXP 	Sound beep started
31.8272 	EXP 	Sound beep stopped
31.9291 	EXP 	Sound beep started
31.9717 	EXP 	Sound beep stopped
32.0732 	EXP 	Sound beep started
32.1211 	EXP 	Sound beep stopped
32.2230 	EXP 	Sound beep started
32.2397 	DATA 	Keypress: p
32.2717 	EXP 	Sound beep stopped
32.3730 	EXP 	Sound beep started
36.3704 	DATA 	Keypress: r
36.4426 	EXP 	Sound beep reached end of file
36.4426 	EXP 	Sound beep reached end of file
36.4519 	EXP 	Sound beep reached end of file
36.4519 	EXP 	Sound beep reached end of file
37.2529 	EXP 	New trial (rep=0, index=9): {'condition': '2_con_rate', 'single_duration': 0.02, 'numerosity': 2}
