condition,duration,numerosity,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,text_welcome.started,image_name,image_number,image.started,image.stopped,audio_name,audio_started,movie_name,movie_started,participant,session,date|hid,expName|hid,psychopyVersion|hid,frameRate,
1_con_totaldot,0.25,1,0,0,0,6,,,17.452897208044305,1_con_totaldot_image_57.png,57,19.099309220642315,19.350015004270244,,,,,1,1,2024-10-29_14h23.19.164,visual,2024.1.5,120.89577725652364,
6_con_totaldot,0.25,6,0,1,1,11,,,,6_con_totaldot_image_35.png,35,19.542207262560257,19.799376254191156,,,,,1,1,2024-10-29_14h23.19.164,visual,2024.1.5,120.89577725652364,
6_con_singledot,0.25,6,0,2,2,5,,,,6_con_singledot_image_46.png,46,19.989814679569097,20.240979170182253,,,,,1,1,2024-10-29_14h23.19.164,visual,2024.1.5,120.89577725652364,
2_con_circum,0.25,2,0,3,3,13,,,,2_con_circum_image_66.png,66,20.423945133318192,20.673945212259422,,,,,1,1,2024-10-29_14h23.19.164,visual,2024.1.5,120.89577725652364,
3_con_circum,0.25,3,0,4,4,14,,,,3_con_circum_image_24.png,24,20.858309967420062,21.108647212258074,,,,,1,1,2024-10-29_14h23.19.164,visual,2024.1.5,120.89577725652364,
3_con_totaldot,0.25,3,0,5,5,8,,,,3_con_totaldot_image_39.png,39,21.296079175407066,21.550352962210308,,,,,1,1,2024-10-29_14h23.19.164,visual,2024.1.5,120.89577725652364,
4_con_totaldot,0.25,4,0,6,6,9,,,,4_con_totaldot_image_53.png,53,21.73415546733886,21.98942196216667,,,,,1,1,2024-10-29_14h23.19.164,visual,2024.1.5,120.89577725652364,
2_con_totaldot,0.25,2,0,7,7,7,,,,2_con_totaldot_image_60.png,60,22.18325709652854,22.433220754249486,,,,,1,1,2024-10-29_14h23.19.164,visual,2024.1.5,120.89577725652364,
6_con_circum,0.25,6,0,8,8,17,,,,6_con_circum_image_25.png,25,22.66529811758082,22.933540962275583,,,,,1,1,2024-10-29_14h23.19.164,visual,2024.1.5,120.89577725652364,
3_con_singledot,0.25,3,0,9,9,2,,,,3_con_singledot_image_2.png,2,23.150127645989414,23.400083254196215,,,,,1,1,2024-10-29_14h23.19.164,visual,2024.1.5,120.89577725652364,
5_con_singledot,0.25,5,0,10,10,4,,,,5_con_singledot_image_17.png,17,23.582703092345035,23.840867920184973,,,,,1,1,2024-10-29_14h23.19.164,visual,2024.1.5,120.89577725652364,
4_con_circum,0.25,4,0,11,11,15,,,,4_con_circum_image_3.png,3,24.07362011334626,24.325963504251558,,,,,1,1,2024-10-29_14h23.19.164,visual,2024.1.5,120.89577725652364,
5_con_circum,0.25,5,0,12,12,16,,,,5_con_circum_image_55.png,55,24.517166346509473,24.766898337274323,,,,,1,1,2024-10-29_14h23.19.164,visual,2024.1.5,120.89577725652364,
4_con_singledot,0.25,4,0,13,13,3,,,,4_con_singledot_image_27.png,27,24.9659445167752,25.21611500425497,,,,,1,1,2024-10-29_14h23.19.164,visual,2024.1.5,120.89577725652364,
1_con_circum,0.25,1,0,14,14,12,,,,1_con_circum_image_9.png,9,25.398322717379777,25.649493087187874,,,,,1,1,2024-10-29_14h23.19.164,visual,2024.1.5,120.89577725652364,
2_con_singledot,0.25,2,0,15,15,1,,,,2_con_singledot_image_12.png,12,25.83184792541433,26.083622795168775,,,,,1,1,2024-10-29_14h23.19.164,visual,2024.1.5,120.89577725652364,
5_con_totaldot,0.25,5,0,16,16,10,,,,5_con_totaldot_image_13.png,13,26.266098300321026,26.516161254246253,,,,,1,1,2024-10-29_14h23.19.164,visual,2024.1.5,120.89577725652364,
1_con_singledot,0.25,1,0,17,17,0,,,,1_con_singledot_image_61.png,61,26.69834488336928,26.949755295168142,4.wav,27.04926650004927,2.mp4,27.04926650004927,1,1,2024-10-29_14h23.19.164,visual,2024.1.5,120.89577725652364,
4_con_totaldot,0.25,4,1,0,18,9,,,,4_con_totaldot_image_28.png,28,28.99100786091294,29.242334170255344,,,,,1,1,2024-10-29_14h23.19.164,visual,2024.1.5,120.89577725652364,
6_con_totaldot,0.25,6,1,1,19,11,,,,6_con_totaldot_image_16.png,16,29.435029846581163,29.685379712248686,,,,,1,1,2024-10-29_14h23.19.164,visual,2024.1.5,120.89577725652364,
2_con_singledot,0.25,2,1,2,20,1,,,,2_con_singledot_image_32.png,32,29.934520625974983,30.18732946225209,,,,,1,1,2024-10-29_14h23.19.164,visual,2024.1.5,120.89577725652364,
4_con_circum,0.25,4,1,3,21,15,,,,4_con_circum_image_9.png,9,30.50369432547595,30.75842717021005,,,,,1,1,2024-10-29_14h23.19.164,visual,2024.1.5,120.89577725652364,
6_con_circum,0.25,6,1,4,22,17,,,,6_con_circum_image_3.png,3,30.984381779364774,31.233635504252742,,,,,1,1,2024-10-29_14h23.19.164,visual,2024.1.5,120.89577725652364,
,,,,,,,,,,5_con_totaldot_image_61.png,61,31.45733102938393,31.809896629175636,,,,,,,,,,,
