condition,single_duration,numerosity,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,text_welcome.started,beep_1.started,beep_1.stopped,beep_2.started,beep_2.stopped,beep_3.started,beep_3.stopped,beep_4.started,beep_4.stopped,beep_5.started,beep_5.stopped,beep_6.started,beep_6.stopped,audio_name,audio_started,movie_name,movie_started,participant,session,date|hid,expName|hid,psychopyVersion|hid,frameRate,
3_con_rate,0.02,3,0,0,0,8,,,22.150350207999992,33.60939114939998,33.65413803269999,33.75341243309999,33.77444236669999,33.873716767099985,33.896708407699975,,,,,,,,,,,1,1,2024-10-02_13h46.35.874,audio,2024.1.5,None,
6_con_rate,0.02,6,0,1,1,11,,,,34.699176477599956,34.72307082469999,34.82234522509999,34.842581491699974,34.94185589209997,34.96232357469998,35.06159797509998,35.08124457469998,35.18051897509998,35.20046365769997,35.29973805809997,35.319108407699986,,,,,1,1,2024-10-02_13h46.35.874,audio,2024.1.5,None,
6_con_duration,0.02,6,0,2,2,5,,,,36.121576477599966,36.141605199699995,36.240879600099994,36.2627697417,36.3620441421,36.38142311669998,36.480697517099976,36.50069244969998,36.59996685009998,36.620054907699995,36.719329308099994,36.739344699699984,,,,,1,1,2024-10-02_13h46.35.874,audio,2024.1.5,None,
3_con_duration,0.14,3,0,3,3,2,,,,37.541812769599964,37.68123294969999,37.78050735009999,37.92336665769997,38.02264105809997,38.164535366699994,,,,,,,,,,,1,1,2024-10-02_13h46.35.874,audio,2024.1.5,None,
2_con_duration,0.26,2,0,4,4,1,,,,38.967003436599974,39.22998290769999,39.32925730809999,42.51729719970001,,,,,,,,,,,,,1,1,2024-10-02_13h46.35.874,audio,2024.1.5,None,
1_con_rate,0.02,1,0,5,5,6,,,,43.31149240289999,43.33518344969997,,,,,,,,,,,,,,,1,1,2024-10-02_13h46.35.874,audio,2024.1.5,None,
1_con_duration,0.62,1,0,6,6,0,,,,44.13765151959995,44.757064782699956,,,,,,,,,,,,,,,1,1,2024-10-02_13h46.35.874,audio,2024.1.5,None,
2_con_rate,0.02,2,0,7,7,7,,,,45.559532852599936,45.57892803269999,45.67820243309999,45.69821328270001,,,,,,,,,,,,,1,1,2024-10-02_13h46.35.874,audio,2024.1.5,None,
5_con_duration,0.044,5,0,8,8,4,,,,46.50068135259999,46.550926574699986,46.650200975099985,46.69679424169999,46.79606864209999,46.84009915769997,46.939373558099966,46.99005544969998,48.82168336669997,48.87372432469999,,,,,,,1,1,2024-10-02_13h46.35.874,audio,2024.1.5,None,
4_con_rate,0.02,4,0,9,9,9,,,,49.67619239459997,49.706807741700004,49.8060821421,49.826135782699964,49.92541018309996,49.944923157699975,50.044197558099974,50.063988241699974,,,,,,,,,1,1,2024-10-02_13h46.35.874,audio,2024.1.5,None,
4_con_duration,0.08,4,0,10,10,3,,,,50.866456311599954,50.95716869969999,51.05644310009999,51.14030261670001,51.23957701710001,51.32365036670001,51.42292476710001,51.50688328269996,,,,,,,,,1,1,2024-10-02_13h46.35.874,audio,2024.1.5,None,
5_con_rate,0.02,5,0,11,11,10,,,,52.30935135259994,52.339995199699956,52.439269600099955,52.460929032699994,52.56020343309999,52.5805940747,52.6798684751,52.6998607827,52.7991351831,52.81899036670001,,,1.wav,55.342806166,16.mp4,55.342806166,1,1,2024-10-02_13h46.35.874,audio,2024.1.5,None,
1_con_duration,0.62,1,1,0,12,0,,,,57.16267565289995,57.781828699699986,,,,,,,,,,,,,,,1,1,2024-10-02_13h46.35.874,audio,2024.1.5,None,
4_con_rate,0.02,4,1,1,13,9,,,,58.584296769599966,58.60973611669999,58.70901051709999,58.729547199699994,58.82882160009999,58.84945449169999,58.948728892099986,58.96959557470001,,,,,,,,,1,1,2024-10-02_13h46.35.874,audio,2024.1.5,None,
1_con_rate,0.02,1,1,2,14,6,,,,59.77206364459999,59.79647974170001,,,,,,,,,,,,,,,1,1,2024-10-02_13h46.35.874,audio,2024.1.5,None,
6_con_rate,0.02,6,1,3,15,11,,,,60.59894781159999,60.623128449700005,60.7224028501,60.74232407469998,60.84159847509998,60.86226878269997,60.96154318309997,60.98161011669998,61.08088451709998,61.100341491699965,61.19961589209996,61.2196279497,,,,,1,1,2024-10-02_13h46.35.874,audio,2024.1.5,None,
6_con_duration,0.02,6,1,4,16,5,,,,62.02209601959998,62.047153657699994,62.14642805809999,62.16667461669999,62.26594901709999,62.286198824699966,62.385473225099965,62.40542390769997,62.50469830809997,62.524755199699996,62.624029600099995,62.64381674169999,,,,,1,1,2024-10-02_13h46.35.874,audio,2024.1.5,None,
3_con_rate,0.02,3,1,5,17,8,,,,63.44628481159997,63.4735790327,63.5728534331,63.59340140769996,63.692675808099956,63.71326690769996,,,,,,,,,,,1,1,2024-10-02_13h46.35.874,audio,2024.1.5,None,
2_con_duration,0.26,2,1,6,18,1,,,,64.51573497759993,64.78074628269997,64.88002068309996,65.1406431167,,,,,,,,,,,,,1,1,2024-10-02_13h46.35.874,audio,2024.1.5,None,
4_con_duration,0.08,4,1,7,19,3,,,,65.94311118659998,66.02382069969997,66.12309510009996,66.20719786669997,66.30647226709996,66.39037882470001,66.4896532251,66.57385103269996,,,,,,,,,1,1,2024-10-02_13h46.35.874,audio,2024.1.5,None,
3_con_duration,0.14,3,1,8,20,2,,,,67.37631910259994,67.52392953269998,67.62320393309997,67.76345307470001,67.8627274751,68.00709624169997,,,,,,,,,,,1,1,2024-10-02_13h46.35.874,audio,2024.1.5,None,
